,ID,Title,URL,Dates,Date Range,Description,Subjects_one,Subjects_two,Subjects_three,Subjects_four,Subjects_five,Subjects_six,Subjects_seven,Subjects_eight,Subjects_nine,Subjects_ten,Subjects_eleven,Subjects_twelve,Subjects_grouped,Location_one,Location_two,Location_three,Location_four,Location_five,Locations_grouped
443,29feeb7216e1b53e75996e74064120d8," 'S. 3570, in the Senate of the United States December 13, 1892, Mr. Gallinger introduced the following bill, which was read twice and referred to the Committee on Immigration : a bill for the suspension of immigration under certain circumstances' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100072110203941,1892? ,," 'Caption title.', 'At head of title: 52d Congress, 2d session.' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
444,bd2e8937534647635c2ac2fdfbf311b5," 'S.R. 156, in the Senate of the United States February 17, 1893, Mr. Chandler introduced the following joint resolution, which was read twice and referred to the Committee on Immigration : joint resolution for the appointment of an immigration commission' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100072950203941,1893,1890-1900," 'Caption title.', 'At head of title: 52d Congress, 2d session.' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
445,ed6173438955af50981ee7b84b06b87d," 'S. 396, in the Senate of the United States August 14, 1893, Mr. Chandler introduced the following bill, which was read twice and referred to the Committee on Immigration : a bill establishing additional regulations concerning immigration to the United States' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100073650203941,1893,1890-1900," 'Caption title.', 'At head of title: 53rd Congress, 1st session.' ",   Emigration and immigration law  ,    Steamboats  ,    Passenger accommodation  ,    Emigration and immigration  ,,,,,,,,,   Emigration and immigration law      Steamboats      Passenger accommodation      Emigration and immigration  ,   United States  ,,,,,   United States  
446,8ac150b217f15fc2d4b17daa9b47c1b9," 'In the Senate of the United States letter from the Secretary of the Treasury in response to a resolution of the Senate of the 12th instant, transmitting a communication of the port physician of Philadelphia relative to the danger from the introduction of cholera through immigration' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100077520203941,1892,1890-1900," 'Caption title.', 'Transmittal letter signed: Charles Foster, Secretary.', 'Transmitted letter signed: E.O. Shakespeare, Port Physician, the  Philadelphia  Board of Health.', '""December 14, 1892.--Referred to the Committee on Immigration and orderd to be printed.""' ",   Cholera  ,    Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,   Cholera      Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
447,342c0e2f3a990b87020b713bc6525b87," 'Receipts on account of Immigrant Station, Ellis Island, New York Harbor letter from the Acting Secretary of the Treasury, transmitting, in response to resolution of February 16, 1892, certain information to the House of Representatives' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100079780203941,1892,1890-1900," 'Caption title.', 'Letter signed: O.L. Spaulding, Acting Secretary.', '""March 2, 1892.--Referred to the Committee on Immigration and Naturalization and ordered to be printed.""' ",   Appropriations and expenditures  ,    Emigration and immigration law  ,    Emigration and immigration  ,    Ellis Island Immigration Station (N.Y. and N.J.)  ,,,,,,,,,   Appropriations and expenditures      Emigration and immigration law      Emigration and immigration      Ellis Island Immigration Station (N.Y. and N.J.)  ,   United States  ,,,,,   United States  
448,2f16e7149fa8a360eeb4870c8cdb2187," 'Restriction of immigration February 12, 1894, committed to the Committee of the Whole House on the state of the Union and ordered to be printed : Mr. William A. Stone, from the Committee on the Judiciary, submitted the following report (to accompany H.R. 5246)' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100115820203941,1894,1890-1900, 'Caption title.' ,   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
449,05c81fa1ce6ffd73039e0580c73cc63a," 'Immigration speech of Hon. John L. Burnett of Alabama in the House of Representatives, Wednesday, April 29, 1903' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990099852760203941,1908,1900-1910," '""The House being in Committee of the whole House on the state of the Union, and having under consideration the bill (H.R. 21260) making appropriations for sundry civil expenses of the Government for the fiscal year ending June 30, 1909, and for other purposes""--P. 3.' ",   Emigration and immigration  ,,,,,,,,,,,,   Emigration and immigration  ,   United States  ,,,,,   United States  
450,3527ca7406324de2b308f572cd489f33," 'Regulation of immigration of aliens letter from the Secretary of Labor, transmitting comments, data, and suggestions on a bill (H.R. 6060) to regulate the immigration of aliens to and the residence of aliens in the United States' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990099853240203941,1914,1910-1920," 'Caption title.', '""February 2, 1914.-- Referred to the Committee on Immigration and Naturalization and ordered printed.""' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
451,391ce5dae8f404d94d4c0136636ae677," 'Attitude of Democratic administration, Republicans, and the Progressive Party toward the immigration bill speech by Hon. J.W. Bryan of Washington in the House of Representatives, July 20, 1914' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990099869030203941,1914,1910-1920,,   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
452,ea1678401f43b3575d9b94812c00f113," 'S. 612, in the Senate of the United States December 4, 1901, Mr. Penrose introduced the following bill, which was read twice and referred to the Committee on Immigration : a bill extending an act approved May fifth, eighteen hundred and ninety-two, entitled ""A bill to prohibit the coming of Chinese persons into the United States,"" with amendment of section six, approved November third, eighteen hundred and ninety-three' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100191600203941,1901,1900-1910," 'Caption title.', 'At head of title: 57th Congress, 1st session.' ",   Chinese  ,    Immigrants  ,    Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,   Chinese      Immigrants      Emigration and immigration law      Emigration and immigration  ,   United States  ,    China  ,,,,   United States      China  
453,1b184ef0f0ad7686fa90b7992eb54f34," 'Letter from the Secretary of the Treasury transmitting, in further response to a resolution of the 28th of March, information in regard to evasions of the Chinese exclusion act : May 1, 1890, referred to the Committee on Immigration and ordered to be printed' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990112873810203941,1890,1890-1900," 'Caption title.', 'At head of title: 51st Congress, 1st session.', 'Transmittal letter signed: W. Windom, Secretary.' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,    China  ,,,,   United States      China  
454,e7abe4ffcf205d5960dae107849c44d4," 'Regulation of immigration : report of the Committee on Immigration, United States Senate, on the bill (H.R. 12199) to regulate the immigration of aliens into the United States, with statements before the Committee in the first and second sessions of the fifty-seventh Congress' ",http://catalog.hathitrust.org/Record/008677313,1902,1900-1910," '""Senate report no. 2119, Fifty-seventh Congress, first session"": p. iii-ix.' ",   Emigration and immigration law--United States  ,    United States--Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law--United States      United States--Emigration and immigration  ,   United States  ,,,,,   United States  
455,52098814124a6db2a5f5e30d9c7a6561, 'Immigration Bill. Debate on Oriental Immigration' ,http://ark.cdlib.org/ark:/13030/hb0p3000tg,1916,1910-1920,,   Chinese--California  ,    Chinese Americans--California  ,    Immigrants--California  ,"    Immigrants--United States--Legal status, laws, etc  ", ,,,,,,,,"   Chinese--California      Chinese Americans--California      Immigrants--California      Immigrants--United States--Legal status, laws, etc   ",   China  ,    Emigration and immigration.  ,    United States  ,,,   China      Emigration and immigration.      United States  
456,3de6599a7a0c0d1c6753ac9ad7abb45f, 'From Boat Landing To Ellis Island. Immigration Bldg. at Left and Boat (at right) That Is Now Unloading Immigrants arrived from Europe. Replaces Dept. E. #32-16752' ,http://ark.cdlib.org/ark:/13030/kt938nc572,1926,1920-1930, 'From Boat Landing To Ellis Island. Immigration Bldg. at Left and Boat (at right) That Is Now Unloading Immigrants arrived from Europe. Replaces Dept. E. #32-16752.' ,   Architecture  ,    Buildings  ,    People  ,    Immigrants  ,,,,,,,,,   Architecture      Buildings      People      Immigrants  ,   North and Central America  ,    United States  ,    New York  ,,,   North and Central America      United States      New York  
457,a296d96327c150f8a603aa18aa402bd5," 'Treaty, laws, and rules governing the admission of Chinese Rules approved October 15, 1915. Amendments to rules 3, 4, 8, 9, and 16', 'Laws, etc' ",http://catalog.hathitrust.org/Record/100787632,1915,1910-1920," 'At head of title: Department of Labor, Bureau of Immigration.' ",   Chinese--United States  ,    Emigration and immigration law  ,,,,,,,,,,,   Chinese--United States      Emigration and immigration law  ,   United States  ,,,,,   United States  
458,768e109b3d51c5cc8998510bd55286a3," 'View of the New York skyline from the observation roof atop one wing of the Immigration Station, Ellis Island.' ",https://digitalcollections.nypl.org/items/318ce700-c6da-012f-e529-58d385a7bc34,1902,1900-1910," 'Commissioner William Williams referred to this as the ""Roof Garden;"" Vol. I, p. 46 back, Williams scrapbooks.', 'No. 28940.' ",   Ellis Island Immigration Station (N.Y. and N.J.)  ,,,,,,,,,,,,   Ellis Island Immigration Station (N.Y. and N.J.)  ,nan,,,,,nan
459,4d566f1ad73ba2bca81e34a71d5eb71a, 'View of Ellis Island buildings and two ferries at pier; apparently taken from atop the Immigration Station building.' ,https://digitalcollections.nypl.org/items/313f1e90-c6da-012f-d9e7-58d385a7bc34,1902,1900-1910, 'No. 28939.' ,   Ellis Island Immigration Station (N.Y. and N.J.)  ,,,,,,,,,,,,   Ellis Island Immigration Station (N.Y. and N.J.)  ,nan,,,,,nan
